dat_referencia;val_dispf;val_indisppf;val_indispff
2020-01-01;89.4093;6.8889;3.7016
2020-02-01;89.4595;6.712;3.8283
2020-03-01;90.1223;6.0481;3.8294
2020-04-01;91.8222;5.1049;3.0728
2020-05-01;90.6494;5.9261;3.4243
2020-06-01;89.5487;7.7384;2.7128
2020-07-01;88.071;9.1347;2.7941
2020-08-01;86.1114;11.4946;2.3938
2020-09-01;83.8943;13.6585;2.4471
2020-10-01;85.0284;12.4246;2.5469
2020-11-01;84.9042;11.5932;3.5025
2020-12-01;87.6203;9.2826;3.097
