dat_referencia;val_dispf;val_indisppf;val_indispff
2016-01-01;86.8029;8.1762;5.0208
2016-02-01;85.6181;9.3319;5.0499
2016-03-01;84.3102;10.2413;5.4483
2016-04-01;84.4204;10.3615;5.218
2016-05-01;84.4265;10.6556;4.9178
2016-06-01;84.4955;10.3716;5.1328
2016-07-01;84.7966;10.2145;4.9888
2016-08-01;85.4014;10.5281;4.0704
2016-09-01;83.9348;11.8614;4.2037
2016-10-01;82.5593;12.601;4.8396
2016-11-01;82.9886;12.3592;4.652
2016-12-01;84.8797;10.4288;4.6913
