dat_referencia;val_dispf;val_indisppf;val_indispff
2011-01-01;91.7105;7.0246;1.2647
2011-02-01;89.9401;8.2315;1.8282
2011-03-01;89.3349;8.4003;2.2647
2011-04-01;89.9785;8.374;1.6474
2011-05-01;89.3121;8.6566;2.0311
2011-06-01;89.3892;8.589;2.0217
2011-07-01;88.4055;9.2883;2.306
2011-08-01;87.1408;10.3696;2.4894
2011-09-01;86.9057;10.608;2.4862
2011-10-01;88.374;9.444;2.1819
2011-11-01;89.2772;8.3096;2.413
2011-12-01;89.4806;8.1912;2.3281
