dat_referencia;val_dispf;val_indisppf;val_indispff
2012-01-01;89.7217;8.4222;1.856
2012-02-01;88.3207;9.0998;2.5793
2012-03-01;87.2081;9.877;2.9147
2012-04-01;87.6383;9.6739;2.6876
2012-05-01;88.2369;9.6933;2.0696
2012-06-01;88.709;9.1717;2.1192
2012-07-01;87.9988;9.5015;2.4996
2012-08-01;87.7027;10.1541;2.1431
2012-09-01;88.3173;10.0131;1.6695
2012-10-01;87.9713;10.44;1.5886
2012-11-01;88.0432;10.5559;1.4008
2012-12-01;89.4732;8.6637;1.863
