dat_referencia;val_dispf;val_indisppf;val_indispff
2014-01-01;89.9547;7.0576;2.9875
2014-02-01;90.3325;6.581;3.0863
2014-03-01;90.1616;7.1046;2.7336
2014-04-01;89.057;8.1674;2.7754
2014-05-01;86.8079;10.1177;3.0743
2014-06-01;89.9653;7.3581;2.6765
2014-07-01;89.4878;7.6176;2.8945
2014-08-01;86.3184;10.8052;2.8762
2014-09-01;84.901;11.1284;3.7266
2014-10-01;87.2924;9.22;3.1877
2014-11-01;87.7764;8.769;3.2452
2014-12-01;89.3354;7.7175;2.9469
