dat_referencia;val_dispf;val_indisppf;val_indispff
2013-01-01;90.47;7.3063;2.2235
2013-02-01;90.526;7.146;2.3279
2013-03-01;89.2729;8.1011;2.6258
2013-04-01;87.8034;9.702;2.4945
2013-05-01;88.9475;8.6337;2.4187
2013-06-01;90.1349;7.7435;2.1215
2013-07-01;89.0082;8.2482;2.7434
2013-08-01;88.5344;9.1179;2.3475
2013-09-01;88.3133;9.1198;2.5668
2013-10-01;89.0591;8.5109;2.4299
2013-11-01;88.0996;9.3752;2.525
2013-12-01;89.8839;7.4861;2.6299
