dat_referencia;val_dispf;val_indisppf;val_indispff
2017-01-01;87.3286;7.7847;4.8865
2017-02-01;87.3249;7.8781;4.7969
2017-03-01;86.1809;8.4435;5.3755
2017-04-01;85.4286;9.3034;5.2678
2017-05-01;84.7275;10.2695;5.0028
2017-06-01;84.0009;10.9971;5.0018
2017-07-01;85.7293;10.3472;3.9234
2017-08-01;83.3173;11.7531;4.9294
2017-09-01;80.0487;14.4429;5.5083
2017-10-01;81.2656;12.9356;5.7987
2017-11-01;82.3049;11.4758;6.2191
2017-12-01;85.2925;8.4414;6.266
