dat_referencia;val_dispf;val_indisppf;val_indispff
2021-01-01;88.5081;8.0085;3.4832
2021-02-01;88.7576;8.0283;3.214
2021-03-01;88.767;7.7575;3.4754
2021-04-01;88.8769;7.9312;3.1918
2021-05-01;88.2723;9.1314;2.5961
2021-06-01;86.6803;10.3064;3.0131
2021-07-01;84.8856;12.1601;2.9541
2021-08-01;83.6558;13.4492;2.8948
2021-09-01;83.4351;13.62;2.9447
2021-10-01;84.1871;12.683;3.1298
2021-11-01;85.7137;11.7558;2.5304
2021-12-01;89.1834;8.4734;2.3431
