id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
NE;NORDESTE;2022-01-12 21:00:00;12795.151
S;SUL;2022-01-12 21:00:00;16030.72599999
SE;SUDESTE;2022-01-12 21:00:00;45517.64
N;NORTE;2022-01-12 22:00:00;6269.49999999
NE;NORDESTE;2022-01-12 22:00:00;12790.29899999
S;SUL;2022-01-12 22:00:00;15815.88199999
SE;SUDESTE;2022-01-12 22:00:00;43253.89699999
N;NORTE;2022-01-12 23:00:00;6224.398
NE;NORDESTE;2022-01-12 23:00:00;12486.61
S;SUL;2022-01-12 23:00:00;14989.195
SE;SUDESTE;2022-01-12 23:00:00;40769.279
N;NORTE;2022-01-13 00:00:00;6085.68399999
NE;NORDESTE;2022-01-13 00:00:00;12075.738
S;SUL;2022-01-13 00:00:00;14023.198
SE;SUDESTE;2022-01-13 00:00:00;38325.812
N;NORTE;2022-01-13 01:00:00;5981.333
NE;NORDESTE;2022-01-13 01:00:00;11748.955
S;SUL;2022-01-13 01:00:00;13185.41499999
SE;SUDESTE;2022-01-13 01:00:00;36300.691
N;NORTE;2022-01-13 02:00:00;5898.714
NE;NORDESTE;2022-01-13 02:00:00;11513.195
S;SUL;2022-01-13 02:00:00;12617.36399999
SE;SUDESTE;2022-01-13 02:00:00;35140.337
N;NORTE;2022-01-13 03:00:00;5825.63499999
NE;NORDESTE;2022-01-13 03:00:00;11378.71
S;SUL;2022-01-13 03:00:00;12308.243
SE;SUDESTE;2022-01-13 03:00:00;34657.36999999
N;NORTE;2022-01-13 04:00:00;5760.88
NE;NORDESTE;2022-01-13 04:00:00;11189.42299999
S;SUL;2022-01-13 04:00:00;12239.487
SE;SUDESTE;2022-01-13 04:00:00;34716.046
N;NORTE;2022-01-13 05:00:00;5666.40299999
NE;NORDESTE;2022-01-13 05:00:00;10614.945
S;SUL;2022-01-13 05:00:00;12376.235
SE;SUDESTE;2022-01-13 05:00:00;35041.36
N;NORTE;2022-01-13 06:00:00;5456.16399999
NE;NORDESTE;2022-01-13 06:00:00;10250.649
S;SUL;2022-01-13 06:00:00;12571.59999999
SE;SUDESTE;2022-01-13 06:00:00;36109.95199999
N;NORTE;2022-01-13 07:00:00;5412.479
NE;NORDESTE;2022-01-13 07:00:00;10721.814
S;SUL;2022-01-13 07:00:00;13656.92199999
SE;SUDESTE;2022-01-13 07:00:00;38613.57499999
N;NORTE;2022-01-13 08:00:00;5585.72799999
NE;NORDESTE;2022-01-13 08:00:00;11322.127
S;SUL;2022-01-13 08:00:00;14576.402
SE;SUDESTE;2022-01-13 08:00:00;40921.568
N;NORTE;2022-01-13 09:00:00;5660.36099999
NE;NORDESTE;2022-01-13 09:00:00;11423.56699999
S;SUL;2022-01-13 09:00:00;14844.315
SE;SUDESTE;2022-01-13 09:00:00;42190.387
N;NORTE;2022-01-13 10:00:00;5877.334
NE;NORDESTE;2022-01-13 10:00:00;11493.84799999
S;SUL;2022-01-13 10:00:00;15223.907
SE;SUDESTE;2022-01-13 10:00:00;43237.58899999
N;NORTE;2022-01-13 11:00:00;5851.13499999
NE;NORDESTE;2022-01-13 11:00:00;11436.146
S;SUL;2022-01-13 11:00:00;15205.36599999
SE;SUDESTE;2022-01-13 11:00:00;43241.953
N;NORTE;2022-01-13 12:00:00;5780.89599999
NE;NORDESTE;2022-01-13 12:00:00;11186.624
S;SUL;2022-01-13 12:00:00;14363.91899999
SE;SUDESTE;2022-01-13 12:00:00;43355.029
N;NORTE;2022-01-13 13:00:00;5977.458
NE;NORDESTE;2022-01-13 13:00:00;11644.372
S;SUL;2022-01-13 13:00:00;15587.284
SE;SUDESTE;2022-01-13 13:00:00;44645.36699999
N;NORTE;2022-01-13 14:00:00;6284.311
NE;NORDESTE;2022-01-13 14:00:00;12020.20799999
S;SUL;2022-01-13 14:00:00;16312.756
SE;SUDESTE;2022-01-13 14:00:00;45610.385
N;NORTE;2022-01-13 15:00:00;6432.70699999
NE;NORDESTE;2022-01-13 15:00:00;12144.738
S;SUL;2022-01-13 15:00:00;16420.339
SE;SUDESTE;2022-01-13 15:00:00;46118.501
N;NORTE;2022-01-13 16:00:00;6373.38
NE;NORDESTE;2022-01-13 16:00:00;12075.222
S;SUL;2022-01-13 16:00:00;16529.33699999
SE;SUDESTE;2022-01-13 16:00:00;46493.248
N;NORTE;2022-01-13 17:00:00;6147.171
NE;NORDESTE;2022-01-13 17:00:00;11476.836
S;SUL;2022-01-13 17:00:00;16012.612
SE;SUDESTE;2022-01-13 17:00:00;45263.774
N;NORTE;2022-01-13 18:00:00;5996.144
NE;NORDESTE;2022-01-13 18:00:00;11878.611
S;SUL;2022-01-13 18:00:00;14731.106
SE;SUDESTE;2022-01-13 18:00:00;44980.55399999
N;NORTE;2022-01-13 19:00:00;6277.787
NE;NORDESTE;2022-01-13 19:00:00;12129.489
S;SUL;2022-01-13 19:00:00;15221.57299999
SE;SUDESTE;2022-01-13 19:00:00;47530.25699999
N;NORTE;2022-01-13 20:00:00;6308.01299999
NE;NORDESTE;2022-01-13 20:00:00;11989.63799999
S;SUL;2022-01-13 20:00:00;15873.93
SE;SUDESTE;2022-01-13 20:00:00;47472.61999999
N;NORTE;2022-01-13 21:00:00;6444.025
NE;NORDESTE;2022-01-13 21:00:00;12497.768
S;SUL;2022-01-13 21:00:00;16052.054
SE;SUDESTE;2022-01-13 21:00:00;46453.067
N;NORTE;2022-01-13 22:00:00;6509.074
NE;NORDESTE;2022-01-13 22:00:00;12543.609
S;SUL;2022-01-13 22:00:00;15845.09299999
SE;SUDESTE;2022-01-13 22:00:00;44388.18299999
N;NORTE;2022-01-13 23:00:00;6448.10099999
NE;NORDESTE;2022-01-13 23:00:00;12195.384
S;SUL;2022-01-13 23:00:00;15089.095
SE;SUDESTE;2022-01-13 23:00:00;41973.97999999
N;NORTE;2022-01-14 00:00:00;6341.98499999
NE;NORDESTE;2022-01-14 00:00:00;11727.97799999
S;SUL;2022-01-14 00:00:00;14189.105
SE;SUDESTE;2022-01-14 00:00:00;39432.752
N;NORTE;2022-01-14 01:00:00;6199.496
NE;NORDESTE;2022-01-14 01:00:00;11361.631
S;SUL;2022-01-14 01:00:00;13317.479
SE;SUDESTE;2022-01-14 01:00:00;37393.51999999
N;NORTE;2022-01-14 02:00:00;6021.11799999
NE;NORDESTE;2022-01-14 02:00:00;11126.90199999
S;SUL;2022-01-14 02:00:00;12820.508
SE;SUDESTE;2022-01-14 02:00:00;36295.70599999
N;NORTE;2022-01-14 03:00:00;5898.67599999
NE;NORDESTE;2022-01-14 03:00:00;10831.98399999
S;SUL;2022-01-14 03:00:00;12573.936
SE;SUDESTE;2022-01-14 03:00:00;35622.94699999
N;NORTE;2022-01-14 04:00:00;5843.65399999
NE;NORDESTE;2022-01-14 04:00:00;10695.731
S;SUL;2022-01-14 04:00:00;12576.015
SE;SUDESTE;2022-01-14 04:00:00;35767.328
N;NORTE;2022-01-14 05:00:00;5700.274
NE;NORDESTE;2022-01-14 05:00:00;10043.167
S;SUL;2022-01-14 05:00:00;12691.569
SE;SUDESTE;2022-01-14 05:00:00;35968.62899999
N;NORTE;2022-01-14 06:00:00;5445.05099999
NE;NORDESTE;2022-01-14 06:00:00;9723.625
S;SUL;2022-01-14 06:00:00;12913.659
SE;SUDESTE;2022-01-14 06:00:00;36878.45199999
N;NORTE;2022-01-14 07:00:00;5331.923
NE;NORDESTE;2022-01-14 07:00:00;10093.26099999
S;SUL;2022-01-14 07:00:00;14023.463
SE;SUDESTE;2022-01-14 07:00:00;39265.63199999
N;NORTE;2022-01-14 08:00:00;5563.282
NE;NORDESTE;2022-01-14 08:00:00;10786.365
S;SUL;2022-01-14 08:00:00;15065.72499999
SE;SUDESTE;2022-01-14 08:00:00;41597.71699999
N;NORTE;2022-01-14 09:00:00;5710.951
NE;NORDESTE;2022-01-14 09:00:00;10924.84499999
S;SUL;2022-01-14 09:00:00;15379.317
SE;SUDESTE;2022-01-14 09:00:00;43047.711
N;NORTE;2022-01-14 10:00:00;5721.37899999
NE;NORDESTE;2022-01-14 10:00:00;11008.282
S;SUL;2022-01-14 10:00:00;15808.44
SE;SUDESTE;2022-01-14 10:00:00;44075.69499999
N;NORTE;2022-01-14 11:00:00;5656.758
NE;NORDESTE;2022-01-14 11:00:00;10920.677
S;SUL;2022-01-14 11:00:00;15972.57
SE;SUDESTE;2022-01-14 11:00:00;44208.019
N;NORTE;2022-01-14 12:00:00;5583.004
NE;NORDESTE;2022-01-14 12:00:00;10756.19
S;SUL;2022-01-14 12:00:00;15330.13799999
SE;SUDESTE;2022-01-14 12:00:00;44331.55
N;NORTE;2022-01-14 13:00:00;5707.357
NE;NORDESTE;2022-01-14 13:00:00;11078.50199999
S;SUL;2022-01-14 13:00:00;16602.595
SE;SUDESTE;2022-01-14 13:00:00;45650.083
N;NORTE;2022-01-14 14:00:00;5915.574
NE;NORDESTE;2022-01-14 14:00:00;11440.72299999
S;SUL;2022-01-14 14:00:00;17412.98599999
SE;SUDESTE;2022-01-14 14:00:00;46767.96699999
N;NORTE;2022-01-14 15:00:00;5993.295
NE;NORDESTE;2022-01-14 15:00:00;11688.98
S;SUL;2022-01-14 15:00:00;17435.98799999
SE;SUDESTE;2022-01-14 15:00:00;47255.70099999
N;NORTE;2022-01-14 16:00:00;5920.88799999
NE;NORDESTE;2022-01-14 16:00:00;11517.86999999
S;SUL;2022-01-14 16:00:00;17234.28
SE;SUDESTE;2022-01-14 16:00:00;46900.75
N;NORTE;2022-01-14 17:00:00;5884.37
NE;NORDESTE;2022-01-14 17:00:00;11165.212
S;SUL;2022-01-14 17:00:00;16536.97699999
SE;SUDESTE;2022-01-14 17:00:00;45841.41199999
N;NORTE;2022-01-14 18:00:00;5859.598
NE;NORDESTE;2022-01-14 18:00:00;11655.551
S;SUL;2022-01-14 18:00:00;15295.435
SE;SUDESTE;2022-01-14 18:00:00;45676.712
N;NORTE;2022-01-14 19:00:00;6044.774
NE;NORDESTE;2022-01-14 19:00:00;11927.92399999
S;SUL;2022-01-14 19:00:00;15518.02299999
SE;SUDESTE;2022-01-14 19:00:00;48376.938
N;NORTE;2022-01-14 20:00:00;5982.5
NE;NORDESTE;2022-01-14 20:00:00;11838.75699999
S;SUL;2022-01-14 20:00:00;15801.54
SE;SUDESTE;2022-01-14 20:00:00;48188.406
N;NORTE;2022-01-14 21:00:00;6050.749
NE;NORDESTE;2022-01-14 21:00:00;12234.914
S;SUL;2022-01-14 21:00:00;15970.58599999
SE;SUDESTE;2022-01-14 21:00:00;47217.689
N;NORTE;2022-01-14 22:00:00;6112.16
NE;NORDESTE;2022-01-14 22:00:00;12220.997
S;SUL;2022-01-14 22:00:00;15820.92299999
SE;SUDESTE;2022-01-14 22:00:00;45463.599
N;NORTE;2022-01-14 23:00:00;6122.768
NE;NORDESTE;2022-01-14 23:00:00;11993.467
S;SUL;2022-01-14 23:00:00;15065.761
SE;SUDESTE;2022-01-14 23:00:00;43254.68699999
N;NORTE;2022-01-15 00:00:00;6057.268
NE;NORDESTE;2022-01-15 00:00:00;11616.379
S;SUL;2022-01-15 00:00:00;14313.659
SE;SUDESTE;2022-01-15 00:00:00;41006.024
N;NORTE;2022-01-15 01:00:00;6036.321
NE;NORDESTE;2022-01-15 01:00:00;11169.297
S;SUL;2022-01-15 01:00:00;13685.582
SE;SUDESTE;2022-01-15 01:00:00;39166.191
N;NORTE;2022-01-15 02:00:00;5886.58299999
NE;NORDESTE;2022-01-15 02:00:00;10984.36299999
S;SUL;2022-01-15 02:00:00;13173.024
SE;SUDESTE;2022-01-15 02:00:00;37907.675
N;NORTE;2022-01-15 03:00:00;5790.96499999
NE;NORDESTE;2022-01-15 03:00:00;10698.911
S;SUL;2022-01-15 03:00:00;12791.506
SE;SUDESTE;2022-01-15 03:00:00;37055.502
N;NORTE;2022-01-15 04:00:00;5729.264
NE;NORDESTE;2022-01-15 04:00:00;10587.516
S;SUL;2022-01-15 04:00:00;12547.158
SE;SUDESTE;2022-01-15 04:00:00;36806.347
N;NORTE;2022-01-15 05:00:00;5612.48899999
NE;NORDESTE;2022-01-15 05:00:00;9945.736
S;SUL;2022-01-15 05:00:00;12322.126
SE;SUDESTE;2022-01-15 05:00:00;36350.027
N;NORTE;2022-01-15 06:00:00;5303.542
NE;NORDESTE;2022-01-15 06:00:00;9419.52
S;SUL;2022-01-15 06:00:00;12072.169
SE;SUDESTE;2022-01-15 06:00:00;35720.71499999
N;NORTE;2022-01-15 07:00:00;5100.782
NE;NORDESTE;2022-01-15 07:00:00;9491.85399999
S;SUL;2022-01-15 07:00:00;12429.395
SE;SUDESTE;2022-01-15 07:00:00;36636.267
N;NORTE;2022-01-15 08:00:00;5171.161
NE;NORDESTE;2022-01-15 08:00:00;9756.37099999
S;SUL;2022-01-15 08:00:00;12704.25399999
SE;SUDESTE;2022-01-15 08:00:00;37957.64199999
N;NORTE;2022-01-15 09:00:00;5253.608
NE;NORDESTE;2022-01-15 09:00:00;9785.751
S;SUL;2022-01-15 09:00:00;12823.84799999
SE;SUDESTE;2022-01-15 09:00:00;38997.459
N;NORTE;2022-01-15 10:00:00;5287.71
NE;NORDESTE;2022-01-15 10:00:00;10024.966
S;SUL;2022-01-15 10:00:00;13036.37699999
SE;SUDESTE;2022-01-15 10:00:00;39754.60799999
N;NORTE;2022-01-15 11:00:00;5341.47999999
NE;NORDESTE;2022-01-15 11:00:00;9962.075
S;SUL;2022-01-15 11:00:00;13293.38599999
SE;SUDESTE;2022-01-15 11:00:00;40190.407
N;NORTE;2022-01-15 12:00:00;5309.925
NE;NORDESTE;2022-01-15 12:00:00;9867.217
S;SUL;2022-01-15 12:00:00;13194.42299999
SE;SUDESTE;2022-01-15 12:00:00;40386.89699999
N;NORTE;2022-01-15 13:00:00;5389.051
NE;NORDESTE;2022-01-15 13:00:00;9808.328
S;SUL;2022-01-15 13:00:00;13529.823
SE;SUDESTE;2022-01-15 13:00:00;40490.773
N;NORTE;2022-01-15 14:00:00;5460.66299999
NE;NORDESTE;2022-01-15 14:00:00;9995.072
S;SUL;2022-01-15 14:00:00;13813.489
SE;SUDESTE;2022-01-15 14:00:00;40765.55
N;NORTE;2022-01-15 15:00:00;5521.007
NE;NORDESTE;2022-01-15 15:00:00;10223.17399999
S;SUL;2022-01-15 15:00:00;13788.02
SE;SUDESTE;2022-01-15 15:00:00;41074.59199999
N;NORTE;2022-01-15 16:00:00;5510.35
NE;NORDESTE;2022-01-15 16:00:00;10358.16499999
S;SUL;2022-01-15 16:00:00;13778.051
SE;SUDESTE;2022-01-15 16:00:00;41610.57299999
N;NORTE;2022-01-15 17:00:00;5645.951
NE;NORDESTE;2022-01-15 17:00:00;10709.96899999
S;SUL;2022-01-15 17:00:00;13969.95599999
SE;SUDESTE;2022-01-15 17:00:00;42256.35
N;NORTE;2022-01-15 18:00:00;5934.699
NE;NORDESTE;2022-01-15 18:00:00;11941.836
S;SUL;2022-01-15 18:00:00;14039.688
SE;SUDESTE;2022-01-15 18:00:00;43939.273
N;NORTE;2022-01-15 19:00:00;6192.671
NE;NORDESTE;2022-01-15 19:00:00;12194.21699999
S;SUL;2022-01-15 19:00:00;14416.426
SE;SUDESTE;2022-01-15 19:00:00;46540.256
N;NORTE;2022-01-15 20:00:00;6229.08799999
NE;NORDESTE;2022-01-15 20:00:00;12015.86299999
S;SUL;2022-01-15 20:00:00;14816.152
SE;SUDESTE;2022-01-15 20:00:00;46239.575
N;NORTE;2022-01-15 21:00:00;6264.542
NE;NORDESTE;2022-01-15 21:00:00;11974.55299999
S;SUL;2022-01-15 21:00:00;14510.289
SE;SUDESTE;2022-01-15 21:00:00;44794.534
N;NORTE;2022-01-15 22:00:00;6268.485
NE;NORDESTE;2022-01-15 22:00:00;11694.335
S;SUL;2022-01-15 22:00:00;14003.28899999
SE;SUDESTE;2022-01-15 22:00:00;42906.89999999
N;NORTE;2022-01-15 23:00:00;6228.939
NE;NORDESTE;2022-01-15 23:00:00;11485.33999999
S;SUL;2022-01-15 23:00:00;13475.652
SE;SUDESTE;2022-01-15 23:00:00;41000.11499999
N;NORTE;2022-01-16 00:00:00;6133.058
NE;NORDESTE;2022-01-16 00:00:00;11156.07699999
S;SUL;2022-01-16 00:00:00;12922.223
SE;SUDESTE;2022-01-16 00:00:00;39109.888
N;NORTE;2022-01-16 01:00:00;6022.567
NE;NORDESTE;2022-01-16 01:00:00;10836.95199999
S;SUL;2022-01-16 01:00:00;12309.718
SE;SUDESTE;2022-01-16 01:00:00;37486.99599999
N;NORTE;2022-01-16 02:00:00;5947.35799999
NE;NORDESTE;2022-01-16 02:00:00;10619.29599999
S;SUL;2022-01-16 02:00:00;11886.363
SE;SUDESTE;2022-01-16 02:00:00;36091.46499999
N;NORTE;2022-01-16 03:00:00;5849.41299999
NE;NORDESTE;2022-01-16 03:00:00;10482.87999999
S;SUL;2022-01-16 03:00:00;11523.59
SE;SUDESTE;2022-01-16 03:00:00;35110.322
N;NORTE;2022-01-16 04:00:00;5761.312
NE;NORDESTE;2022-01-16 04:00:00;10345.50499999
S;SUL;2022-01-16 04:00:00;11228.08099999
SE;SUDESTE;2022-01-16 04:00:00;34513.55799999
N;NORTE;2022-01-16 05:00:00;5537.51399999
NE;NORDESTE;2022-01-16 05:00:00;9759.84499999
S;SUL;2022-01-16 05:00:00;10807.40699999
SE;SUDESTE;2022-01-16 05:00:00;33388.371
N;NORTE;2022-01-16 06:00:00;5218.014
NE;NORDESTE;2022-01-16 06:00:00;9150.88699999
S;SUL;2022-01-16 06:00:00;10325.472
SE;SUDESTE;2022-01-16 06:00:00;32218.42799999
N;NORTE;2022-01-16 07:00:00;4959.309
NE;NORDESTE;2022-01-16 07:00:00;8912.89799999
S;SUL;2022-01-16 07:00:00;10394.386
SE;SUDESTE;2022-01-16 07:00:00;32338.224
N;NORTE;2022-01-16 08:00:00;4881.407
NE;NORDESTE;2022-01-16 08:00:00;8866.777
S;SUL;2022-01-16 08:00:00;10350.43399999
SE;SUDESTE;2022-01-16 08:00:00;32968.095
N;NORTE;2022-01-16 09:00:00;4841.137
NE;NORDESTE;2022-01-16 09:00:00;8811.453
S;SUL;2022-01-16 09:00:00;10297.46899999
SE;SUDESTE;2022-01-16 09:00:00;33656.459
N;NORTE;2022-01-16 10:00:00;4803.962
NE;NORDESTE;2022-01-16 10:00:00;8846.642
S;SUL;2022-01-16 10:00:00;10494.301
SE;SUDESTE;2022-01-16 10:00:00;34353.82299999
N;NORTE;2022-01-16 11:00:00;4752.569
NE;NORDESTE;2022-01-16 11:00:00;8962.132
S;SUL;2022-01-16 11:00:00;10808.178
SE;SUDESTE;2022-01-16 11:00:00;34925.102
N;NORTE;2022-01-16 12:00:00;4825.05499999
NE;NORDESTE;2022-01-16 12:00:00;9121.47699999
S;SUL;2022-01-16 12:00:00;10862.47399999
SE;SUDESTE;2022-01-16 12:00:00;35295.498
N;NORTE;2022-01-16 13:00:00;4929.822
NE;NORDESTE;2022-01-16 13:00:00;9201.016
S;SUL;2022-01-16 13:00:00;11257.29199999
SE;SUDESTE;2022-01-16 13:00:00;35384.944
N;NORTE;2022-01-16 14:00:00;5071.69599999
NE;NORDESTE;2022-01-16 14:00:00;9391.91299999
S;SUL;2022-01-16 14:00:00;11577.755
SE;SUDESTE;2022-01-16 14:00:00;35795.191
N;NORTE;2022-01-16 15:00:00;5302.87399999
NE;NORDESTE;2022-01-16 15:00:00;9608.368
S;SUL;2022-01-16 15:00:00;11790.801
SE;SUDESTE;2022-01-16 15:00:00;36569.69999999
N;NORTE;2022-01-16 16:00:00;5418.722
NE;NORDESTE;2022-01-16 16:00:00;9914.687
S;SUL;2022-01-16 16:00:00;12140.439
SE;SUDESTE;2022-01-16 16:00:00;37740.67999999
N;NORTE;2022-01-16 17:00:00;5466.57099999
NE;NORDESTE;2022-01-16 17:00:00;10173.158
S;SUL;2022-01-16 17:00:00;12500.27299999
SE;SUDESTE;2022-01-16 17:00:00;39468.229
N;NORTE;2022-01-16 18:00:00;5871.78299999
NE;NORDESTE;2022-01-16 18:00:00;11529.742
S;SUL;2022-01-16 18:00:00;12929.36099999
SE;SUDESTE;2022-01-16 18:00:00;41190.326
N;NORTE;2022-01-16 19:00:00;6102.49899999
NE;NORDESTE;2022-01-16 19:00:00;11898.48
S;SUL;2022-01-16 19:00:00;13752.29499999
SE;SUDESTE;2022-01-16 19:00:00;43711.606
N;NORTE;2022-01-16 20:00:00;6121.05099999
NE;NORDESTE;2022-01-16 20:00:00;11805.983
S;SUL;2022-01-16 20:00:00;14305.447
SE;SUDESTE;2022-01-16 20:00:00;43969.17499999
N;NORTE;2022-01-16 21:00:00;6141.88099999
NE;NORDESTE;2022-01-16 21:00:00;11841.11799999
S;SUL;2022-01-16 21:00:00;14299.79
SE;SUDESTE;2022-01-16 21:00:00;43174.672
N;NORTE;2022-01-16 22:00:00;6175.049
NE;NORDESTE;2022-01-16 22:00:00;11767.863
S;SUL;2022-01-16 22:00:00;14166.011
SE;SUDESTE;2022-01-16 22:00:00;41830.096
N;NORTE;2022-01-16 23:00:00;6177.492
NE;NORDESTE;2022-01-16 23:00:00;11502.079
S;SUL;2022-01-16 23:00:00;13615.061
SE;SUDESTE;2022-01-16 23:00:00;39842.18199999
N;NORTE;2022-01-17 00:00:00;6166.868
NE;NORDESTE;2022-01-17 00:00:00;11152.363
S;SUL;2022-01-17 00:00:00;13045.751
SE;SUDESTE;2022-01-17 00:00:00;37912.422
N;NORTE;2022-01-17 01:00:00;5986.552
NE;NORDESTE;2022-01-17 01:00:00;10874.94899999
S;SUL;2022-01-17 01:00:00;12595.079
SE;SUDESTE;2022-01-17 01:00:00;36349.63899999
N;NORTE;2022-01-17 02:00:00;5862.829
NE;NORDESTE;2022-01-17 02:00:00;10622.794
S;SUL;2022-01-17 02:00:00;12314.85
SE;SUDESTE;2022-01-17 02:00:00;35437.06
N;NORTE;2022-01-17 03:00:00;5721.48599999
NE;NORDESTE;2022-01-17 03:00:00;10380.45199999
S;SUL;2022-01-17 03:00:00;12104.296
SE;SUDESTE;2022-01-17 03:00:00;34922.48399999
N;NORTE;2022-01-17 04:00:00;5651.012
NE;NORDESTE;2022-01-17 04:00:00;10260.36
S;SUL;2022-01-17 04:00:00;12120.22399999
SE;SUDESTE;2022-01-17 04:00:00;34901.171
N;NORTE;2022-01-17 05:00:00;5586.725
NE;NORDESTE;2022-01-17 05:00:00;9881.02799999
S;SUL;2022-01-17 05:00:00;12309.34099999
SE;SUDESTE;2022-01-17 05:00:00;35292.239
N;NORTE;2022-01-17 06:00:00;5379.262
NE;NORDESTE;2022-01-17 06:00:00;9703.11099999
S;SUL;2022-01-17 06:00:00;12521.831
SE;SUDESTE;2022-01-17 06:00:00;36418.11399999
N;NORTE;2022-01-17 07:00:00;5362.996
NE;NORDESTE;2022-01-17 07:00:00;10135.804
S;SUL;2022-01-17 07:00:00;13704.40399999
SE;SUDESTE;2022-01-17 07:00:00;39162.122
N;NORTE;2022-01-17 08:00:00;5574.44999999
NE;NORDESTE;2022-01-17 08:00:00;10715.00099999
S;SUL;2022-01-17 08:00:00;14957.82399999
SE;SUDESTE;2022-01-17 08:00:00;41794.46799999
N;NORTE;2022-01-17 09:00:00;5610.179
NE;NORDESTE;2022-01-17 09:00:00;10946.671
S;SUL;2022-01-17 09:00:00;15368.551
SE;SUDESTE;2022-01-17 09:00:00;43386.08399999
N;NORTE;2022-01-17 10:00:00;5586.208
NE;NORDESTE;2022-01-17 10:00:00;11066.983
S;SUL;2022-01-17 10:00:00;15723.942
SE;SUDESTE;2022-01-17 10:00:00;44621.185
N;NORTE;2022-01-17 11:00:00;5492.55499999
NE;NORDESTE;2022-01-17 11:00:00;11087.61299999
S;SUL;2022-01-17 11:00:00;15830.839
SE;SUDESTE;2022-01-17 11:00:00;44876.45299999
N;NORTE;2022-01-17 12:00:00;5434.643
NE;NORDESTE;2022-01-17 12:00:00;10899.739
S;SUL;2022-01-17 12:00:00;15292.179
SE;SUDESTE;2022-01-17 12:00:00;45100.658
N;NORTE;2022-01-17 13:00:00;5575.67799999
NE;NORDESTE;2022-01-17 13:00:00;11277.283
S;SUL;2022-01-17 13:00:00;16574.948
SE;SUDESTE;2022-01-17 13:00:00;46700.33699999
N;NORTE;2022-01-17 14:00:00;5716.126
NE;NORDESTE;2022-01-17 14:00:00;11653.061
S;SUL;2022-01-17 14:00:00;17284.32499999
SE;SUDESTE;2022-01-17 14:00:00;47983.721
N;NORTE;2022-01-17 15:00:00;5738.58099999
NE;NORDESTE;2022-01-17 15:00:00;11857.997
S;SUL;2022-01-17 15:00:00;17318.912
SE;SUDESTE;2022-01-17 15:00:00;48532.731
N;NORTE;2022-01-17 16:00:00;5694.311
NE;NORDESTE;2022-01-17 16:00:00;11727.428
S;SUL;2022-01-17 16:00:00;17235.81399999
SE;SUDESTE;2022-01-17 16:00:00;48649.506
N;NORTE;2022-01-17 17:00:00;5533.135
NE;NORDESTE;2022-01-17 17:00:00;11114.84599999
S;SUL;2022-01-17 17:00:00;16335.664
SE;SUDESTE;2022-01-17 17:00:00;46925.872
N;NORTE;2022-01-17 18:00:00;5442.122
NE;NORDESTE;2022-01-17 18:00:00;11586.80399999
S;SUL;2022-01-17 18:00:00;15039.691
SE;SUDESTE;2022-01-17 18:00:00;46029.32299999
N;NORTE;2022-01-17 19:00:00;5690.02599999
NE;NORDESTE;2022-01-17 19:00:00;11887.84099999
S;SUL;2022-01-17 19:00:00;15453.208
SE;SUDESTE;2022-01-17 19:00:00;48708.849
N;NORTE;2022-01-17 20:00:00;5792.372
NE;NORDESTE;2022-01-17 20:00:00;11892.712
S;SUL;2022-01-17 20:00:00;15977.06899999
SE;SUDESTE;2022-01-17 20:00:00;49252.646
N;NORTE;2022-01-17 21:00:00;5879.27899999
NE;NORDESTE;2022-01-17 21:00:00;12420.73899999
S;SUL;2022-01-17 21:00:00;16151.92899999
SE;SUDESTE;2022-01-17 21:00:00;48698.38099999
N;NORTE;2022-01-17 22:00:00;5972.79899999
NE;NORDESTE;2022-01-17 22:00:00;12495.86999999
S;SUL;2022-01-17 22:00:00;15831.67699999
SE;SUDESTE;2022-01-17 22:00:00;46764.06999999
N;NORTE;2022-01-17 23:00:00;5991.793
NE;NORDESTE;2022-01-17 23:00:00;12353.335
S;SUL;2022-01-17 23:00:00;15060.31399999
SE;SUDESTE;2022-01-17 23:00:00;44421.282
N;NORTE;2022-01-18 00:00:00;5961.14899999
NE;NORDESTE;2022-01-18 00:00:00;11959.04899999
S;SUL;2022-01-18 00:00:00;14192.533
SE;SUDESTE;2022-01-18 00:00:00;41949.636
N;NORTE;2022-01-18 01:00:00;5848.451
NE;NORDESTE;2022-01-18 01:00:00;11555.37699999
S;SUL;2022-01-18 01:00:00;13548.577
SE;SUDESTE;2022-01-18 01:00:00;39819.69999999
N;NORTE;2022-01-18 02:00:00;5731.974
NE;NORDESTE;2022-01-18 02:00:00;11258.15199999
S;SUL;2022-01-18 02:00:00;13006.21699999
SE;SUDESTE;2022-01-18 02:00:00;38572.06
N;NORTE;2022-01-18 03:00:00;5622.037
NE;NORDESTE;2022-01-18 03:00:00;11134.788
S;SUL;2022-01-18 03:00:00;12672.65599999
SE;SUDESTE;2022-01-18 03:00:00;37835.674
N;NORTE;2022-01-18 04:00:00;5572.82899999
NE;NORDESTE;2022-01-18 04:00:00;10915.62899999
S;SUL;2022-01-18 04:00:00;12624.77699999
SE;SUDESTE;2022-01-18 04:00:00;37792.057
N;NORTE;2022-01-18 05:00:00;5471.209
NE;NORDESTE;2022-01-18 05:00:00;10434.27999999
S;SUL;2022-01-18 05:00:00;12704.319
SE;SUDESTE;2022-01-18 05:00:00;37833.29399999
N;NORTE;2022-01-18 06:00:00;5285.438
