id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
S;SUL;2022-02-24 17:00:00;16553.31
SE;SUDESTE;2022-02-24 17:00:00;48576.852
N;NORTE;2022-02-24 18:00:00;6021.52799999
NE;NORDESTE;2022-02-24 18:00:00;12580.72299999
S;SUL;2022-02-24 18:00:00;15377.344
SE;SUDESTE;2022-02-24 18:00:00;48512.943
N;NORTE;2022-02-24 19:00:00;6308.77899999
NE;NORDESTE;2022-02-24 19:00:00;12887.703
S;SUL;2022-02-24 19:00:00;16210.666
SE;SUDESTE;2022-02-24 19:00:00;50389.18
N;NORTE;2022-02-24 20:00:00;6394.633
NE;NORDESTE;2022-02-24 20:00:00;12882.60599999
S;SUL;2022-02-24 20:00:00;16135.87099999
SE;SUDESTE;2022-02-24 20:00:00;50168.54699999
N;NORTE;2022-02-24 21:00:00;6533.701
NE;NORDESTE;2022-02-24 21:00:00;13325.159
S;SUL;2022-02-24 21:00:00;16223.904
SE;SUDESTE;2022-02-24 21:00:00;49609.08199999
N;NORTE;2022-02-24 22:00:00;6603.30299999
NE;NORDESTE;2022-02-24 22:00:00;13336.265
S;SUL;2022-02-24 22:00:00;15869.684
SE;SUDESTE;2022-02-24 22:00:00;47812.425
N;NORTE;2022-02-24 23:00:00;6552.59
NE;NORDESTE;2022-02-24 23:00:00;13001.72099999
S;SUL;2022-02-24 23:00:00;14974.822
SE;SUDESTE;2022-02-24 23:00:00;45420.89299999
N;NORTE;2022-02-25 00:00:00;6485.45099999
NE;NORDESTE;2022-02-25 00:00:00;12710.74399999
S;SUL;2022-02-25 00:00:00;14153.979
SE;SUDESTE;2022-02-25 00:00:00;43172.674
N;NORTE;2022-02-25 01:00:00;6339.065
NE;NORDESTE;2022-02-25 01:00:00;12231.16999999
S;SUL;2022-02-25 01:00:00;13501.667
SE;SUDESTE;2022-02-25 01:00:00;41162.60099999
N;NORTE;2022-02-25 02:00:00;6141.573
NE;NORDESTE;2022-02-25 02:00:00;11841.76399999
S;SUL;2022-02-25 02:00:00;12993.58099999
SE;SUDESTE;2022-02-25 02:00:00;39966.241
N;NORTE;2022-02-25 03:00:00;5754.284
NE;NORDESTE;2022-02-25 03:00:00;11651.467
S;SUL;2022-02-25 03:00:00;12724.363
SE;SUDESTE;2022-02-25 03:00:00;39232.347
N;NORTE;2022-02-25 04:00:00;5657.61399999
NE;NORDESTE;2022-02-25 04:00:00;11575.019
S;SUL;2022-02-25 04:00:00;12665.607
SE;SUDESTE;2022-02-25 04:00:00;39173.51799999
N;NORTE;2022-02-25 05:00:00;5531.121
NE;NORDESTE;2022-02-25 05:00:00;11153.84
S;SUL;2022-02-25 05:00:00;13043.627
SE;SUDESTE;2022-02-25 05:00:00;40045.261
N;NORTE;2022-02-25 06:00:00;5338.125
NE;NORDESTE;2022-02-25 06:00:00;10534.991
S;SUL;2022-02-25 06:00:00;13461.539
SE;SUDESTE;2022-02-25 06:00:00;41013.557
N;NORTE;2022-02-25 07:00:00;5358.134
NE;NORDESTE;2022-02-25 07:00:00;10870.475
S;SUL;2022-02-25 07:00:00;14473.173
SE;SUDESTE;2022-02-25 07:00:00;43210.676
N;NORTE;2022-02-25 08:00:00;5809.24199999
NE;NORDESTE;2022-02-25 08:00:00;11525.402
S;SUL;2022-02-25 08:00:00;15628.91799999
SE;SUDESTE;2022-02-25 08:00:00;45780.002
N;NORTE;2022-02-25 09:00:00;5861.07399999
NE;NORDESTE;2022-02-25 09:00:00;11780.234
S;SUL;2022-02-25 09:00:00;15869.107
SE;SUDESTE;2022-02-25 09:00:00;46953.576
N;NORTE;2022-02-25 10:00:00;6049.568
NE;NORDESTE;2022-02-25 10:00:00;11725.411
S;SUL;2022-02-25 10:00:00;16097.669
SE;SUDESTE;2022-02-25 10:00:00;48025.27899999
N;NORTE;2022-02-25 11:00:00;5935.12099999
NE;NORDESTE;2022-02-25 11:00:00;11654.11499999
S;SUL;2022-02-25 11:00:00;16003.32699999
SE;SUDESTE;2022-02-25 11:00:00;48203.31
N;NORTE;2022-02-25 12:00:00;5823.419
NE;NORDESTE;2022-02-25 12:00:00;11421.065
S;SUL;2022-02-25 12:00:00;15096.5
SE;SUDESTE;2022-02-25 12:00:00;47878.967
N;NORTE;2022-02-25 13:00:00;5705.89
NE;NORDESTE;2022-02-25 13:00:00;11890.13999999
S;SUL;2022-02-25 13:00:00;16266.63399999
SE;SUDESTE;2022-02-25 13:00:00;49336.073
N;NORTE;2022-02-25 14:00:00;6169.097
NE;NORDESTE;2022-02-25 14:00:00;12381.124
S;SUL;2022-02-25 14:00:00;17018.775
SE;SUDESTE;2022-02-25 14:00:00;50483.66899999
N;NORTE;2022-02-25 15:00:00;6338.513
NE;NORDESTE;2022-02-25 15:00:00;12619.70999999
S;SUL;2022-02-25 15:00:00;17192.358
SE;SUDESTE;2022-02-25 15:00:00;50923.127
N;NORTE;2022-02-25 16:00:00;6289.99799999
NE;NORDESTE;2022-02-25 16:00:00;12442.66999999
S;SUL;2022-02-25 16:00:00;16996.71699999
SE;SUDESTE;2022-02-25 16:00:00;50268.6
N;NORTE;2022-02-25 17:00:00;6066.1
NE;NORDESTE;2022-02-25 17:00:00;11722.865
S;SUL;2022-02-25 17:00:00;16130.921
SE;SUDESTE;2022-02-25 17:00:00;48280.81699999
N;NORTE;2022-02-25 18:00:00;6063.433
NE;NORDESTE;2022-02-25 18:00:00;12159.57
S;SUL;2022-02-25 18:00:00;15136.35399999
SE;SUDESTE;2022-02-25 18:00:00;48317.40299999
N;NORTE;2022-02-25 19:00:00;6323.81899999
NE;NORDESTE;2022-02-25 19:00:00;12275.04299999
S;SUL;2022-02-25 19:00:00;15948.60899999
SE;SUDESTE;2022-02-25 19:00:00;50393.47199999
N;NORTE;2022-02-25 20:00:00;6404.77399999
NE;NORDESTE;2022-02-25 20:00:00;12283.21899999
S;SUL;2022-02-25 20:00:00;15808.293
SE;SUDESTE;2022-02-25 20:00:00;49713.971
N;NORTE;2022-02-25 21:00:00;6445.088
NE;NORDESTE;2022-02-25 21:00:00;12859.43699999
S;SUL;2022-02-25 21:00:00;15812.97299999
SE;SUDESTE;2022-02-25 21:00:00;49148.639
N;NORTE;2022-02-25 22:00:00;6337.349
NE;NORDESTE;2022-02-25 22:00:00;13037.98
S;SUL;2022-02-25 22:00:00;15521.546
SE;SUDESTE;2022-02-25 22:00:00;47611.837
N;NORTE;2022-02-25 23:00:00;6339.252
NE;NORDESTE;2022-02-25 23:00:00;12960.244
S;SUL;2022-02-25 23:00:00;14885.90999999
SE;SUDESTE;2022-02-25 23:00:00;45794.829
N;NORTE;2022-02-26 00:00:00;6296.974
NE;NORDESTE;2022-02-26 00:00:00;12597.169
S;SUL;2022-02-26 00:00:00;14112.988
SE;SUDESTE;2022-02-26 00:00:00;43584.043
N;NORTE;2022-02-26 01:00:00;6191.10399999
NE;NORDESTE;2022-02-26 01:00:00;12288.456
S;SUL;2022-02-26 01:00:00;13442.553
SE;SUDESTE;2022-02-26 01:00:00;41683.22499999
N;NORTE;2022-02-26 02:00:00;6055.109
NE;NORDESTE;2022-02-26 02:00:00;11875.168
S;SUL;2022-02-26 02:00:00;12836.45699999
SE;SUDESTE;2022-02-26 02:00:00;40170.278
N;NORTE;2022-02-26 03:00:00;5960.76299999
NE;NORDESTE;2022-02-26 03:00:00;11653.19899999
S;SUL;2022-02-26 03:00:00;12523.117
SE;SUDESTE;2022-02-26 03:00:00;39435.41999999
N;NORTE;2022-02-26 04:00:00;5876.65799999
NE;NORDESTE;2022-02-26 04:00:00;11481.265
S;SUL;2022-02-26 04:00:00;12310.842
SE;SUDESTE;2022-02-26 04:00:00;38931.154
N;NORTE;2022-02-26 05:00:00;5772.715
NE;NORDESTE;2022-02-26 05:00:00;10936.257
S;SUL;2022-02-26 05:00:00;12295.56699999
SE;SUDESTE;2022-02-26 05:00:00;38754.24299999
N;NORTE;2022-02-26 06:00:00;5490.70999999
NE;NORDESTE;2022-02-26 06:00:00;10240.624
S;SUL;2022-02-26 06:00:00;11998.60199999
SE;SUDESTE;2022-02-26 06:00:00;37916.076
N;NORTE;2022-02-26 07:00:00;5156.329
NE;NORDESTE;2022-02-26 07:00:00;10189.33
S;SUL;2022-02-26 07:00:00;12197.039
SE;SUDESTE;2022-02-26 07:00:00;38565.529
N;NORTE;2022-02-26 08:00:00;5181.28099999
NE;NORDESTE;2022-02-26 08:00:00;10312.027
S;SUL;2022-02-26 08:00:00;12565.757
SE;SUDESTE;2022-02-26 08:00:00;39380.632
N;NORTE;2022-02-26 09:00:00;5167.53999999
NE;NORDESTE;2022-02-26 09:00:00;10362.52899999
S;SUL;2022-02-26 09:00:00;12535.26899999
SE;SUDESTE;2022-02-26 09:00:00;40551.46899999
N;NORTE;2022-02-26 10:00:00;5173.76399999
NE;NORDESTE;2022-02-26 10:00:00;10372.334
S;SUL;2022-02-26 10:00:00;12534.95699999
SE;SUDESTE;2022-02-26 10:00:00;41078.012
N;NORTE;2022-02-26 11:00:00;5181.865
NE;NORDESTE;2022-02-26 11:00:00;10374.60199999
S;SUL;2022-02-26 11:00:00;12545.283
SE;SUDESTE;2022-02-26 11:00:00;41235.73399999
N;NORTE;2022-02-26 12:00:00;5094.04
NE;NORDESTE;2022-02-26 12:00:00;10289.135
S;SUL;2022-02-26 12:00:00;12243.518
SE;SUDESTE;2022-02-26 12:00:00;41375.57
N;NORTE;2022-02-26 13:00:00;5192.492
NE;NORDESTE;2022-02-26 13:00:00;10342.40899999
S;SUL;2022-02-26 13:00:00;12580.407
SE;SUDESTE;2022-02-26 13:00:00;41554.822
N;NORTE;2022-02-26 14:00:00;5384.53999999
NE;NORDESTE;2022-02-26 14:00:00;10564.60399999
S;SUL;2022-02-26 14:00:00;12960.32
SE;SUDESTE;2022-02-26 14:00:00;41979.64299999
N;NORTE;2022-02-26 15:00:00;5455.24999999
NE;NORDESTE;2022-02-26 15:00:00;10772.59499999
S;SUL;2022-02-26 15:00:00;13151.378
SE;SUDESTE;2022-02-26 15:00:00;42616.00099999
N;NORTE;2022-02-26 16:00:00;5495.048
NE;NORDESTE;2022-02-26 16:00:00;10961.927
S;SUL;2022-02-26 16:00:00;13288.739
SE;SUDESTE;2022-02-26 16:00:00;43015.71099999
N;NORTE;2022-02-26 17:00:00;5458.17699999
NE;NORDESTE;2022-02-26 17:00:00;11239.304
S;SUL;2022-02-26 17:00:00;13694.744
SE;SUDESTE;2022-02-26 17:00:00;43722.63999999
N;NORTE;2022-02-26 18:00:00;5733.296
NE;NORDESTE;2022-02-26 18:00:00;12612.666
S;SUL;2022-02-26 18:00:00;14182.502
SE;SUDESTE;2022-02-26 18:00:00;45767.918
N;NORTE;2022-02-26 19:00:00;6008.047
NE;NORDESTE;2022-02-26 19:00:00;12795.049
S;SUL;2022-02-26 19:00:00;15327.14099999
SE;SUDESTE;2022-02-26 19:00:00;48572.20699999
N;NORTE;2022-02-26 20:00:00;5973.652
NE;NORDESTE;2022-02-26 20:00:00;12589.56
S;SUL;2022-02-26 20:00:00;15311.22999999
SE;SUDESTE;2022-02-26 20:00:00;47910.647
N;NORTE;2022-02-26 21:00:00;5993.811
NE;NORDESTE;2022-02-26 21:00:00;12598.74099999
S;SUL;2022-02-26 21:00:00;14753.509
SE;SUDESTE;2022-02-26 21:00:00;46609.61099999
N;NORTE;2022-02-26 22:00:00;6026.415
NE;NORDESTE;2022-02-26 22:00:00;12522.831
S;SUL;2022-02-26 22:00:00;14228.971
SE;SUDESTE;2022-02-26 22:00:00;44813.87599999
N;NORTE;2022-02-26 23:00:00;6011.07599999
NE;NORDESTE;2022-02-26 23:00:00;12363.29799999
S;SUL;2022-02-26 23:00:00;13651.146
SE;SUDESTE;2022-02-26 23:00:00;43111.261
N;NORTE;2022-02-27 00:00:00;5937.702
NE;NORDESTE;2022-02-27 00:00:00;12144.595
S;SUL;2022-02-27 00:00:00;12998.454
SE;SUDESTE;2022-02-27 00:00:00;41273.47199999
N;NORTE;2022-02-27 01:00:00;5841.832
NE;NORDESTE;2022-02-27 01:00:00;11823.105
S;SUL;2022-02-27 01:00:00;12351.372
SE;SUDESTE;2022-02-27 01:00:00;39490.148
N;NORTE;2022-02-27 02:00:00;5721.12999999
NE;NORDESTE;2022-02-27 02:00:00;11584.99699999
S;SUL;2022-02-27 02:00:00;11819.232
SE;SUDESTE;2022-02-27 02:00:00;38205.14299999
N;NORTE;2022-02-27 03:00:00;5655.02199999
NE;NORDESTE;2022-02-27 03:00:00;11421.54899999
S;SUL;2022-02-27 03:00:00;11462.543
SE;SUDESTE;2022-02-27 03:00:00;37450.055
N;NORTE;2022-02-27 04:00:00;5561.768
NE;NORDESTE;2022-02-27 04:00:00;11259.509
S;SUL;2022-02-27 04:00:00;11130.94
SE;SUDESTE;2022-02-27 04:00:00;36797.232
N;NORTE;2022-02-27 05:00:00;5497.38
NE;NORDESTE;2022-02-27 05:00:00;10678.328
S;SUL;2022-02-27 05:00:00;10939.79
SE;SUDESTE;2022-02-27 05:00:00;36209.22099999
N;NORTE;2022-02-27 06:00:00;5229.656
NE;NORDESTE;2022-02-27 06:00:00;9898.86099999
S;SUL;2022-02-27 06:00:00;10358.30899999
SE;SUDESTE;2022-02-27 06:00:00;34773.84199999
N;NORTE;2022-02-27 07:00:00;4980.017
NE;NORDESTE;2022-02-27 07:00:00;9515.089
S;SUL;2022-02-27 07:00:00;10220.70799999
SE;SUDESTE;2022-02-27 07:00:00;34508.074
N;NORTE;2022-02-27 08:00:00;4806.059
NE;NORDESTE;2022-02-27 08:00:00;9270.984
S;SUL;2022-02-27 08:00:00;10076.954
SE;SUDESTE;2022-02-27 08:00:00;34743.945
N;NORTE;2022-02-27 09:00:00;4667.014
NE;NORDESTE;2022-02-27 09:00:00;9060.453
S;SUL;2022-02-27 09:00:00;9948.754
SE;SUDESTE;2022-02-27 09:00:00;34989.85899999
N;NORTE;2022-02-27 10:00:00;4674.539
NE;NORDESTE;2022-02-27 10:00:00;8924.01399999
S;SUL;2022-02-27 10:00:00;10046.10399999
SE;SUDESTE;2022-02-27 10:00:00;35429.851
N;NORTE;2022-02-27 11:00:00;4649.156
NE;NORDESTE;2022-02-27 11:00:00;8971.77199999
S;SUL;2022-02-27 11:00:00;10212.42399999
SE;SUDESTE;2022-02-27 11:00:00;35869.139
N;NORTE;2022-02-27 12:00:00;4730.421
NE;NORDESTE;2022-02-27 12:00:00;9006.581
S;SUL;2022-02-27 12:00:00;10159.748
SE;SUDESTE;2022-02-27 12:00:00;36184.627
N;NORTE;2022-02-27 13:00:00;4855.388
NE;NORDESTE;2022-02-27 13:00:00;9109.008
S;SUL;2022-02-27 13:00:00;10500.803
SE;SUDESTE;2022-02-27 13:00:00;36220.13399999
N;NORTE;2022-02-27 14:00:00;5012.90699999
NE;NORDESTE;2022-02-27 14:00:00;9268.75
S;SUL;2022-02-27 14:00:00;11037.89
SE;SUDESTE;2022-02-27 14:00:00;36648.02299999
N;NORTE;2022-02-27 15:00:00;5118.901
NE;NORDESTE;2022-02-27 15:00:00;9557.27599999
S;SUL;2022-02-27 15:00:00;11403.953
SE;SUDESTE;2022-02-27 15:00:00;37604.05799999
N;NORTE;2022-02-27 16:00:00;5102.42099999
NE;NORDESTE;2022-02-27 16:00:00;9803.20799999
S;SUL;2022-02-27 16:00:00;11845.223
SE;SUDESTE;2022-02-27 16:00:00;38947.81499999
N;NORTE;2022-02-27 17:00:00;5168.95099999
NE;NORDESTE;2022-02-27 17:00:00;10317.965
S;SUL;2022-02-27 17:00:00;12563.533
SE;SUDESTE;2022-02-27 17:00:00;40747.94299999
N;NORTE;2022-02-27 18:00:00;5430.885
NE;NORDESTE;2022-02-27 18:00:00;11769.44099999
S;SUL;2022-02-27 18:00:00;13351.072
SE;SUDESTE;2022-02-27 18:00:00;43340.89299999
N;NORTE;2022-02-27 19:00:00;5720.768
NE;NORDESTE;2022-02-27 19:00:00;12141.649
S;SUL;2022-02-27 19:00:00;14810.08299999
SE;SUDESTE;2022-02-27 19:00:00;46251.211
N;NORTE;2022-02-27 20:00:00;5776.59399999
NE;NORDESTE;2022-02-27 20:00:00;12081.799
S;SUL;2022-02-27 20:00:00;14961.77799999
SE;SUDESTE;2022-02-27 20:00:00;45977.50499999
N;NORTE;2022-02-27 21:00:00;5822.296
NE;NORDESTE;2022-02-27 21:00:00;12198.518
S;SUL;2022-02-27 21:00:00;14680.13099999
SE;SUDESTE;2022-02-27 21:00:00;45398.955
N;NORTE;2022-02-27 22:00:00;5701.043
NE;NORDESTE;2022-02-27 22:00:00;12339.81199999
S;SUL;2022-02-27 22:00:00;14486.246
SE;SUDESTE;2022-02-27 22:00:00;44652.41199999
N;NORTE;2022-02-27 23:00:00;5911.178
NE;NORDESTE;2022-02-27 23:00:00;12313.40199999
S;SUL;2022-02-27 23:00:00;14016.96799999
SE;SUDESTE;2022-02-27 23:00:00;43327.55799999
N;NORTE;2022-02-28 00:00:00;5873.553
NE;NORDESTE;2022-02-28 00:00:00;12090.363
S;SUL;2022-02-28 00:00:00;13520.666
SE;SUDESTE;2022-02-28 00:00:00;41523.133
N;NORTE;2022-02-28 01:00:00;5783.80399999
NE;NORDESTE;2022-02-28 01:00:00;11780.541
S;SUL;2022-02-28 01:00:00;12980.04699999
SE;SUDESTE;2022-02-28 01:00:00;40062.46799999
N;NORTE;2022-02-28 02:00:00;5762.541
NE;NORDESTE;2022-02-28 02:00:00;11501.70299999
S;SUL;2022-02-28 02:00:00;12477.00299999
SE;SUDESTE;2022-02-28 02:00:00;38647.123
N;NORTE;2022-02-28 03:00:00;5685.92599999
NE;NORDESTE;2022-02-28 03:00:00;11263.15299999
S;SUL;2022-02-28 03:00:00;12212.454
SE;SUDESTE;2022-02-28 03:00:00;37890.86499999
N;NORTE;2022-02-28 04:00:00;5609.06
NE;NORDESTE;2022-02-28 04:00:00;11151.41899999
S;SUL;2022-02-28 04:00:00;12150.022
SE;SUDESTE;2022-02-28 04:00:00;37724.47899999
N;NORTE;2022-02-28 05:00:00;5547.39799999
NE;NORDESTE;2022-02-28 05:00:00;10752.17
S;SUL;2022-02-28 05:00:00;12376.034
SE;SUDESTE;2022-02-28 05:00:00;37945.619
N;NORTE;2022-02-28 06:00:00;5323.85799999
NE;NORDESTE;2022-02-28 06:00:00;10267.38499999
S;SUL;2022-02-28 06:00:00;12476.464
SE;SUDESTE;2022-02-28 06:00:00;37854.09799999
N;NORTE;2022-02-28 07:00:00;5105.868
NE;NORDESTE;2022-02-28 07:00:00;10403.553
S;SUL;2022-02-28 07:00:00;13309.85699999
SE;SUDESTE;2022-02-28 07:00:00;39143.909
N;NORTE;2022-02-28 08:00:00;5085.183
NE;NORDESTE;2022-02-28 08:00:00;10435.661
S;SUL;2022-02-28 08:00:00;14048.45899999
SE;SUDESTE;2022-02-28 08:00:00;40895.031
N;NORTE;2022-02-28 09:00:00;5085.377
NE;NORDESTE;2022-02-28 09:00:00;10319.53099999
S;SUL;2022-02-28 09:00:00;14117.361
SE;SUDESTE;2022-02-28 09:00:00;41882.58799999
N;NORTE;2022-02-28 10:00:00;5148.82999999
NE;NORDESTE;2022-02-28 10:00:00;10425.03599999
S;SUL;2022-02-28 10:00:00;14278.633
SE;SUDESTE;2022-02-28 10:00:00;42482.911
N;NORTE;2022-02-28 11:00:00;5186.031
NE;NORDESTE;2022-02-28 11:00:00;10378.511
S;SUL;2022-02-28 11:00:00;14351.083
SE;SUDESTE;2022-02-28 11:00:00;42774.52999999
N;NORTE;2022-02-28 12:00:00;5183.33299999
NE;NORDESTE;2022-02-28 12:00:00;10372.26
S;SUL;2022-02-28 12:00:00;13911.86099999
SE;SUDESTE;2022-02-28 12:00:00;42984.58099999
N;NORTE;2022-02-28 13:00:00;5363.59
NE;NORDESTE;2022-02-28 13:00:00;10766.96699999
S;SUL;2022-02-28 13:00:00;14953.74099999
SE;SUDESTE;2022-02-28 13:00:00;44067.78699999
N;NORTE;2022-02-28 14:00:00;5541.127
NE;NORDESTE;2022-02-28 14:00:00;11166.686
S;SUL;2022-02-28 14:00:00;15566.36999999
SE;SUDESTE;2022-02-28 14:00:00;45049.898
N;NORTE;2022-02-28 15:00:00;5531.38199999
NE;NORDESTE;2022-02-28 15:00:00;11297.85999999
S;SUL;2022-02-28 15:00:00;15749.175
SE;SUDESTE;2022-02-28 15:00:00;45953.85299999
N;NORTE;2022-02-28 16:00:00;5457.921
NE;NORDESTE;2022-02-28 16:00:00;11178.29399999
S;SUL;2022-02-28 16:00:00;15783.64099999
SE;SUDESTE;2022-02-28 16:00:00;46308.69799999
N;NORTE;2022-02-28 17:00:00;5389.295
NE;NORDESTE;2022-02-28 17:00:00;10882.81399999
S;SUL;2022-02-28 17:00:00;15250.748
SE;SUDESTE;2022-02-28 17:00:00;45740.791
N;NORTE;2022-02-28 18:00:00;5434.019
NE;NORDESTE;2022-02-28 18:00:00;11742.22199999
S;SUL;2022-02-28 18:00:00;14606.553
SE;SUDESTE;2022-02-28 18:00:00;46495.44599999
N;NORTE;2022-02-28 19:00:00;5657.719
NE;NORDESTE;2022-02-28 19:00:00;12059.14399999
S;SUL;2022-02-28 19:00:00;15449.364
SE;SUDESTE;2022-02-28 19:00:00;49316.62799999
N;NORTE;2022-02-28 20:00:00;5749.63
NE;NORDESTE;2022-02-28 20:00:00;12082.082
S;SUL;2022-02-28 20:00:00;15195.342
SE;SUDESTE;2022-02-28 20:00:00;49249.67
N;NORTE;2022-02-28 21:00:00;5854.11
NE;NORDESTE;2022-02-28 21:00:00;12697.23
S;SUL;2022-02-28 21:00:00;15081.04499999
SE;SUDESTE;2022-02-28 21:00:00;48947.987
N;NORTE;2022-02-28 22:00:00;5950.954
NE;NORDESTE;2022-02-28 22:00:00;12805.23299999
S;SUL;2022-02-28 22:00:00;14814.47799999
SE;SUDESTE;2022-02-28 22:00:00;47677.42499999
N;NORTE;2022-02-28 23:00:00;5917.956
NE;NORDESTE;2022-02-28 23:00:00;12597.999
S;SUL;2022-02-28 23:00:00;14258.491
SE;SUDESTE;2022-02-28 23:00:00;46061.20299999
N;NORTE;2022-03-01 00:00:00;5888.37299999
NE;NORDESTE;2022-03-01 00:00:00;12317.20699999
S;SUL;2022-03-01 00:00:00;13519.67299999
SE;SUDESTE;2022-03-01 00:00:00;44224.06299999
N;NORTE;2022-03-01 01:00:00;5820.545
NE;NORDESTE;2022-03-01 01:00:00;12098.699
S;SUL;2022-03-01 01:00:00;12853.67399999
SE;SUDESTE;2022-03-01 01:00:00;42465.49
N;NORTE;2022-03-01 02:00:00;5693.581
NE;NORDESTE;2022-03-01 02:00:00;11796.194
S;SUL;2022-03-01 02:00:00;12314.595
SE;SUDESTE;2022-03-01 02:00:00;41068.30799999
N;NORTE;2022-03-01 03:00:00;5526.527
NE;NORDESTE;2022-03-01 03:00:00;11584.37899999
S;SUL;2022-03-01 03:00:00;12097.324
SE;SUDESTE;2022-03-01 03:00:00;39973.383
N;NORTE;2022-03-01 04:00:00;5447.17499999
NE;NORDESTE;2022-03-01 04:00:00;11450.537
S;SUL;2022-03-01 04:00:00;12025.326
SE;SUDESTE;2022-03-01 04:00:00;39716.01099999
N;NORTE;2022-03-01 05:00:00;5409.22
NE;NORDESTE;2022-03-01 05:00:00;10990.37899999
S;SUL;2022-03-01 05:00:00;12277.94899999
SE;SUDESTE;2022-03-01 05:00:00;39657.21699999
N;NORTE;2022-03-01 06:00:00;5188.52
NE;NORDESTE;2022-03-01 06:00:00;10351.13999999
S;SUL;2022-03-01 06:00:00;12399.407
SE;SUDESTE;2022-03-01 06:00:00;38912.617
N;NORTE;2022-03-01 07:00:00;4962.883
NE;NORDESTE;2022-03-01 07:00:00;10339.24
S;SUL;2022-03-01 07:00:00;12973.963
SE;SUDESTE;2022-03-01 07:00:00;39815.07
N;NORTE;2022-03-01 08:00:00;4883.555
NE;NORDESTE;2022-03-01 08:00:00;10360.12199999
S;SUL;2022-03-01 08:00:00;13510.285
SE;SUDESTE;2022-03-01 08:00:00;40860.17899999
N;NORTE;2022-03-01 09:00:00;4873.639
NE;NORDESTE;2022-03-01 09:00:00;10269.858
S;SUL;2022-03-01 09:00:00;13456.875
SE;SUDESTE;2022-03-01 09:00:00;41162.35
N;NORTE;2022-03-01 10:00:00;4853.368
NE;NORDESTE;2022-03-01 10:00:00;10329.299
S;SUL;2022-03-01 10:00:00;13609.10199999
SE;SUDESTE;2022-03-01 10:00:00;41682.733
N;NORTE;2022-03-01 11:00:00;4766.946
NE;NORDESTE;2022-03-01 11:00:00;10290.242
S;SUL;2022-03-01 11:00:00;13556.394
SE;SUDESTE;2022-03-01 11:00:00;41946.66599999
N;NORTE;2022-03-01 12:00:00;4723.272
NE;NORDESTE;2022-03-01 12:00:00;10308.10299999
S;SUL;2022-03-01 12:00:00;12929.42
SE;SUDESTE;2022-03-01 12:00:00;42008.833
N;NORTE;2022-03-01 13:00:00;4851.59899999
NE;NORDESTE;2022-03-01 13:00:00;10533.83299999
S;SUL;2022-03-01 13:00:00;13534.72499999
SE;SUDESTE;2022-03-01 13:00:00;42716.066
N;NORTE;2022-03-01 14:00:00;5040.492
NE;NORDESTE;2022-03-01 14:00:00;10988.912
S;SUL;2022-03-01 14:00:00;13983.122
SE;SUDESTE;2022-03-01 14:00:00;43651.832
N;NORTE;2022-03-01 15:00:00;5088.578
NE;NORDESTE;2022-03-01 15:00:00;11303.142
S;SUL;2022-03-01 15:00:00;14164.865
SE;SUDESTE;2022-03-01 15:00:00;44337.156
N;NORTE;2022-03-01 16:00:00;5060.82899999
NE;NORDESTE;2022-03-01 16:00:00;11288.804
S;SUL;2022-03-01 16:00:00;14346.672
SE;SUDESTE;2022-03-01 16:00:00;44913.401
N;NORTE;2022-03-01 17:00:00;5032.09599999
NE;NORDESTE;2022-03-01 17:00:00;11185.12899999
S;SUL;2022-03-01 17:00:00;14275.212
SE;SUDESTE;2022-03-01 17:00:00;45246.83099999
N;NORTE;2022-03-01 18:00:00;5186.95699999
NE;NORDESTE;2022-03-01 18:00:00;12240.173
S;SUL;2022-03-01 18:00:00;14291.13799999
SE;SUDESTE;2022-03-01 18:00:00;47145.95399999
N;NORTE;2022-03-01 19:00:00;5450.37599999
NE;NORDESTE;2022-03-01 19:00:00;12524.425
S;SUL;2022-03-01 19:00:00;15176.664
SE;SUDESTE;2022-03-01 19:00:00;49433.01099999
N;NORTE;2022-03-01 20:00:00;5526.66299999
NE;NORDESTE;2022-03-01 20:00:00;12526.88199999
S;SUL;2022-03-01 20:00:00;14923.779
SE;SUDESTE;2022-03-01 20:00:00;49082.64199999
N;NORTE;2022-03-01 21:00:00;5647.738
NE;NORDESTE;2022-03-01 21:00:00;12911.535
S;SUL;2022-03-01 21:00:00;14710.046
SE;SUDESTE;2022-03-01 21:00:00;48617.473
N;NORTE;2022-03-01 22:00:00;5726.082
NE;NORDESTE;2022-03-01 22:00:00;12973.93299999
S;SUL;2022-03-01 22:00:00;14347.436
SE;SUDESTE;2022-03-01 22:00:00;47398.77699999
N;NORTE;2022-03-01 23:00:00;5728.429
NE;NORDESTE;2022-03-01 23:00:00;12721.93099999
S;SUL;2022-03-01 23:00:00;13530.94199999
SE;SUDESTE;2022-03-01 23:00:00;45574.28
N;NORTE;2022-03-02 00:00:00;5665.34799999
NE;NORDESTE;2022-03-02 00:00:00;12407.64399999
S;SUL;2022-03-02 00:00:00;12744.55599999
SE;SUDESTE;2022-03-02 00:00:00;43766.837
N;NORTE;2022-03-02 01:00:00;5578.53199999
NE;NORDESTE;2022-03-02 01:00:00;12079.863
S;SUL;2022-03-02 01:00:00;12113.995
SE;SUDESTE;2022-03-02 01:00:00;41940.599
N;NORTE;2022-03-02 02:00:00;5461.145
NE;NORDESTE;2022-03-02 02:00:00;11842.32299999
